author,publicationPlace,publicationYear,sourceLanguage,targetLanguage
"tekst: Marido Viale, Corinne Machon, Laurence Mocquet, Mireille Saver, Calouan, Betty Séré de Rivières",Ożarów Mazowiecki,2021,fre,pol
"Trueit, Trudi Strain",Ożarów Mazowiecki,2021,eng,pol
[tłumaczenie Ewa Tarnowska].,Ożarów Mazowiecki,2021,fre,pol
[tłumaczenie Ewa Tarnowska].,Ożarów Mazowiecki,2021,fre,pol
[tłumaczenie Ewa Tarnowska].,Ożarów Mazowiecki,2021,fre,pol
"tekst: Claire Bertholet, Aurélie Desfour, Ella Coalman, Mireille Saver, Marido Viale, Virginie Piatti, Véronique Cauchy, Sophie Belin, Calouan, Laurence Mocquet, Lenia Major, Jeanne Taboni Misérazzi, Christelle Vallat, Ginou Jussel, Delphine Dumouchel i Laurie Cohen",Ożarów Mazowiecki,2021,fre,pol
"Burnett, Frances Hodgson",Ożarów Mazowiecki,2021,eng,pol
[tłumaczenie z jęz. francuskiego: Ewa Tarnowska],Ożarów Mazowiecki,2021,fre,pol
[tłumaczenie: Ewa Tarnowska],Ożarów Mazowiecki,2021,eng,pol
"Saint-Exupéry, Antoine de",Ożarów Mazowiecki,2021,fre,pol
[adaptacja tekstu: Emmanuelle Caussé,Ożarów Mazowiecki,2021,fre,pol
"Bently, Peter",Warszawa,2021,eng,pol
"Speer, Wendell.",,2019,eng,pol
"Doyle, Catherine",Warszawa,2021,eng,pol
"Stevens, Robin",Warszawa,2021,eng,pol
[tłumaczenie: Katarzyna Łączyńska].,Ożarów Mazowiecki,2021,spa,pol
"Guzowska, Marta",Praha,2021,pol,cze
"Leblanc, Maurice",Piaseczno,2021,fre,
"Koplowicz, Abramek",,2019,pol,eng
"Wiśniewski-Snerg, Adam",London,2021,pol,eng
"Zanni, Tarcisio",Kraków,2021,ita,pol
"Kucharski, Bartłomiej Józef",Kraków,2021,eng,pol
Sofokles,Warszawa,2021,grc,pol
"Defoe, Daniel",Warszawa,2019,eng,pol
"Lem, Stanisław","Cambridge, MA",2021,pol,eng
"Lem, Stanisław","Cambridge, MA",2021,pol,eng
[ilustracje: Romain Guyard,,2021,fre,pol
[adaptacja tekstu: Emmanuelle Caussé,Ożarów Mazowiecki,2021,fre,pol
"Smith, Ali",Warszawa,2021,eng,pol
"Berg, A. Scott",Poznań,2017,eng,pol
"Wolf, Tony",Ożarów Mazowiecki,2021,ita,pol
"[based on the ""Winnie the Pooh"" works, by A. A. Milne and E. H. Shepard",Ożarów Mazowiecki,2021,fre,pol
[ilustracje Sofie Kenens,Ożarów Mazowiecki,2021,fre,pol
"Lodge, Gytha",Warszawa,2021,eng,pol
"Atamańczuk, Adrian","Honolulu, HI",2021,pol,eng
"Fronczek, Zbigniew Włodzimierz",Prešov,2020,pol,slo
"Wechterowicz, Przemysław",,2019,pol,chi
"Segal, Erich",Warszawa,2013,eng,pol
"Potter, Beatrix",Ożarów Mazowiecki,2021,eng,pol
"Pratchett, Terry",Warszawa,2021,eng,pol
"Pratchett, Terry",Warszawa,2021,eng,pol
"Potter, Beatrix",Ożarów Mazowiecki,2021,eng,pol
"Gleitzman, Morris",Paris,2014,eng,fre
"Białoszewski, Miron",Milano,2021,pol,ita
"Potter, Beatrix",Ożarów Mazowiecki,2021,eng,pol
"Potter, Beatrix",Ożarów Mazowiecki,2021,eng,pol
"Pratchett, Terry",Warszawa,2021,eng,pol
[ilustracje: Disney Storybook Art Team,Ożarów Mazowiecki,2021,eng,pol
[ilustracje: Disney Storybook Art Team,Ożarów Mazowiecki,2021,eng,pol
"Potter, Beatrix",Ożarów Mazowiecki,2021,eng,pol
"Potter, Beatrix",Ożarów Mazowiecki,2021,eng,pol
"Potter, Beatrix",Ożarów Mazowiecki,2021,eng,pol
"King, Stephen",Warszawa,2021,eng,pol
"Shigenobu, Joanna",Tokyo,2021,pol,jpn
"King, Myra",Piaseczno,2021,eng,pol
"Orwell, George",Warszawa,2021,,pol
Hakuri.,Warszawa,2020,jpn,pol
Adachitoka,Warszawa,,jpn,pol
"Kristiansen, Else Berit",Warszawa,2021,nob,pol
"Kristiansen, Else Berit",Warszawa,2021,nob,pol
[adaptacja tekstu: Emmanuelle Caussé,Ożarów Mazowiecki,2021,fre,pol
[adaptacja tekstu: Sophie Koechlin,Ożarów Mazowiecki,2021,fre,pol
[adaptacja tekstu: Emmanuelle Caussé,Ożarów Mazowiecki,2021,fre,pol
[tłumaczenie: Ewa Tarnowska],Ożarów Mazowiecki,2021,eng,pol
"Picoult, Jodi",Warszawa,2014,eng,pol
"Jurgens, Dan",Łódź,2021,eng,pol
"Ellingsen, Cynthia",Warszawa,2021,eng,pol
"Peters, Helen",Warszawa,2021,eng,pol
"Chapman, Linda",Warszawa,2021,eng,pol
"Grahame, Kenneth",Warszawa,2020,eng,pol
"Lofting, Hugh",Warszawa,2021,eng,pol
"Lindgren, Astrid",Warszawa,2021,swe,pol
"Travers, P. L.",Warszawa,2021,eng,pol
"Zimmermann, Laura",Warszawa,2021,eng,pol
"Ashley, Kristen",Warszawa,2021,eng,pol
"Springer, Filip",Shanghai,2021,pol,chi
"Korczak, Janusz",,2018,pol,chi
scenariusz: Skarn,Warszawa,2021,fre,pol
"Baudet, Stephanie",Piaseczno,2021,eng,pol
"Gooden, Philip",Piaseczno,2021,eng,pol
[adaptacja na podstawie oryginalnego tekstu Williama Shakespeare'a,Piaseczno,2021,eng,pol
"Witemeyer, Karen",Rzeszów,2021,eng,pol
"Hunter, Denise",Rzeszów,2021,eng,pol
"Moore, Graham",Warszawa,2021,eng,pol
"Orwell, George",Kraków,2021,eng,pol
[adaptacja tekstu: Emmanuelle Caussé,Ożarów Mazowiecki,2021,fre,pol
[tłumaczenie: Małgorzata Fabianowska],Ożarów Mazowiecki,2021,eng,pol
[adaptacja tekstu: Emmanuelle Caussé,Ożarów Mazowiecki,2021,fre,pol
"Brzechwa, Jan",Moskva,2019,pol,rus
"Berkane, Nadia",Katowice,2021,fre,pol
"Berkane, Nadia",Katowice,2021,fre,pol
"DeWig, Vanessa",Radom,2021,eng,eng
"Mas Bassas, Clara",Katowice,2021,spa,pol
"Burnay, Zé",Warszawa,2021,por,pol
"Dufaux, Jean",Łódź,2021,fre,pol
"Peeters, Frederik",Warszawa,2021,fre,pol
[scenariusz: Jean-Claude Forest,Łódź,2021,fre,pol
"Moore, Alan",Warszawa,2021,eng,pol
[tłumaczenie Robert Lipski].,Łódź,2021,eng,pol
"Szymborska, Wisława",,2021,pol,kor
"Dal Cin, Luigi",Warszawa,2021,ita,pol
"Dal Cin, Luigi",Warszawa,2021,ita,pol
"Reddy, Swapna",Warszawa,2021,eng,pol
"Ferrer Casas, Augustín",Warszawa,2021,spa,pol
"Plumeri, Arnaud",Łódź,2020,fre,pol
"Skibiński, Michał",,2020,pol,kor
"Lem, Stanisław",,2021,pol,kor
"Callihan, Kristen",Warszawa,2021,eng,pol
"Cole, Scarlett",Warszawa,2021,eng,pol
"tekst: Madeleine Mansiet, Mireille Saver, Rosalys, Corinne Machon, Calouan Jeanne Taboni Misérazzi, Élodie Agin, Sophie Cottin, Valérie Videau",Ożarów Mazowiecki,2021,fre,pol
"Reddy, Swapna",Warszawa,2021,eng,pol
"Sapkowski, Andrzej",Helsinki,2021,pol,fin
"Sapkowski, Andrzej",Helsinki,2021,pol,fin
"Sapkowski, Andrzej",Stockholm,2021,pol,swe
"Sapkowski, Andrzej",Stockholm,2021,pol,swe
"Oziewicz, Tina",,2021,pol,kor
"Barféty, Elisabeth",Kraków,2021,fre,pol
"Satou Masaki, Mizuno Keiya",Gołuski,2020,jpn,pol
"Andersen, Yvonne",Warszawa,2021,,pol
"Andersen, Yvonne",Warszawa,2021,,pol
"Shipman, James D.",Warszawa,2021,eng,pol
"Jiang, Rong",Warszawa,2020,chi,pol
"Young, Samantha",Warszawa,2021,eng,pol
"Yu, Hua",Warszawa,2020,chi,pol
"Steel, Danielle",Kraków,2021,eng,pol
"Lee, Robinne",Kraków,2021,eng,pol
"Miranda, Megan",Kraków,2021,eng,pol
"Chmielewska, Iwona",,2020,pol,kor
"Korczak, Janusz",,2021,pol,kor
"Ryrych, Katarzyna",,2019,pol,kor
"Julian, Leslie",Warszawa,2021,ger,pol
"Scandi, Tina",Warszawa,2021,ger,pol
"Kotowska, Katarzyna",,2019,pol,kor
"Franik, Józef",Opole,2020,dut,ger
"Di Corte, Bella",Warszawa,2021,eng,pol
"Argento, Ivano",Pelplin,2021,ita,pol
"Tezuka, Osamu",Gołuski,2020,jpn,pol
"Kamonabe, Kamotsu",Gołuski,2020,jpn,pol
Junko,Gołuski,2020,jpn,pol
"Yoneda, Kou",Gołuski,,jpn,pol
"Kisaragi, Hirotaka.",Gołuski,,jpn,pol
"Kawahara, Reki",Gołuski,2021,jpn,pol
"Cornwell, Bernard",Kraków,2021,eng,pol
"Chew, Ng Kim",Warszawa,2020,chi,pol
"Murakami, Haruki",Warszawa,2015,jpn,
[a cura di = editor: Anselmo Roveda,Genova,2017,fre,ita
"Atwood, Margaret",Kraków,2021,eng,pol
"Kajtoch, Wojciech",Kraków,2021,pol,pol
"Parenti, Chiara",Kraków,2021,ita,pol
"Majewska-Brown, Nina",,2021,pol,cze
"Ragan, Theresa",Poznań,2021,eng,pol
"Chen Xianfa, Da Xie, Du Ya, Hai Nan, Hu Xian, Li Yuansheng, Tang Yangzong, Yan An, Zhang Zhihao",Warszawa,2021,chi,pol
"Basara, Svetislav",Warszawa,2021,srp,pol
"Hislop, Victoria",Warszawa,2021,eng,pol
"Hislop, Victoria",Warszawa,2021,eng,pol
"Miller, Madeline",Warszawa,2021,eng,pol
"Gardner, Lisa",Warszawa,2021,eng,pol
"Rose, Jeneva",Poznań,2021,eng,pol
"Sparks, Nicholas",Warszawa,2021,eng,pol
"Sparks, Nicholas",Warszawa,2021,eng,pol
"Sparks, Nicholas",Warszawa,2021,eng,pol
"Sparks, Nicholas",Warszawa,2021,eng,pol
"Sparks, Nicholas",Warszawa,2021,eng,pol
"King, Lily",Warszawa,2021,eng,pol
"Haywood, Sarah",Warszawa,2021,eng,pol
"Musso, Guillaume",Poznań,2021,fre,pol
Bethany-Kris,Oświęcim,2021,eng,pol
Bethany-Kris,Oświęcim,2021,eng,pol
"Geissinger, J. T.",Oświęcim,2021,eng,pol
"Zaires, Anna",Oświęcim,2021,eng,pol
"Zaires, Anna",Oświęcim,2021,eng,pol
"Zaires, Anna",Oświęcim,2021,eng,pol
"Zavarelli, A.",Oświęcim,2021,eng,pol
"Flynn, Laurie Elizabeth",Warszawa,2021,eng,pol
"King, Stephen",Warszawa,2021,eng,pol
"Serbource, Christine",Novara,2021,,pol
"Serbource, Christine",Novara,2021,,pol
[tłumaczenie: Ewa Kleszcz],Novara,2021,,pol
a cura di Anna Jagiello,,2020,pol,ita
Ayi,Warszawa,2020,chi,pol
"Lipińska, Blanka",Praha,2021,pol,cze
"Lipińska, Blanka",Praha,2021,pol,cze
"Lipińska, Blanka",Praha,2021,pol,cze
"Curwood, James Oliver",Warszawa,2021,eng,pol
"Escobar Golderos, Mario",Białystok,2021,spa,pol
"Perri, Camille",Białystok,2021,eng,pol
"Reid, B. B.",Białystok,2020,eng,pol
"Williams, Whitney Gracia",Białystok,2021,eng,pol
"Wiggs, Susan",Warszawa,2021,eng,pol
"Heath, Virginia",Warszawa,2021,eng,pol
"Ashenden, Jackie",Warszawa,2021,eng,pol
"Crews, Caitlin",Warszawa,2021,eng,pol
"Fuller, Louise",Warszawa,2021,eng,pol
"Erwin, Susannah",Warszawa,2021,eng,pol
"Flagg, Fannie",Kraków,2021,eng,pol
"Flagg, Fannie",Kraków,2021,eng,pol
"Cholewińska-Szkolik, Aniela",Bratislava,2021,pol,slo
"Cholewińska-Szkolik, Aniela",Brno,2021,pol,cze
"Huxley, Aldous",Warszawa,2015,eng,pol
"Lawson, Valerie",Warszawa,2014,eng,pol
"Preston, Janice",Warszawa,2021,eng,pol
"Lawrence, Kim",Warszawa,2021,eng,pol
"Forbes, Emily",Warszawa,2021,eng,pol
"Connelly, Clare",Warszawa,2021,eng,pol
"St. John, Yahrah",Warszawa,2021,eng,pol
"Swank, Denise Grover",Białystok,2021,eng,pol
"Williams, Cathy",Warszawa,2021,eng,pol
"Reiss, CD",Białystok,2021,eng,pol
"Briggs, Elizabeth",Białystok,2021,eng,pol
"Wild, Meredith",Białystok,2021,eng,pol
"Adams, Lyssa Kay",Białystok,2021,eng,pol
"Lawler, Liz",Białystok,2021,eng,pol
"Melchor, Fernanda",Białystok,2021,spa,pol
"Schepp, Emelie",Katowice,2021,swe,pol
"Alsterdal, Tove",Katowice,2021,swe,pol
"Nesbø, Jo",Poznań,2021,nor,pol
"James, Monica",Białystok,2021,eng,pol
"Reid, B. B.",Białystok,2021,eng,pol
"Paige, Laurelin",Białystok,2021,eng,pol
"Lark, Sarah.",Katowice,2021,ger,pol
"Houellebecq, Michel",Kraków,2021,fre,pol
"Lee, Mackenzi",Białystok,2021,eng,pol
"Berry, Lucinda",Poznań,2021,eng,pol
"Cholewińska-Szkolik, Aniela",Brno,2021,pol,cze
"Cholewińska-Szkolik, Aniela",Brno,2021,pol,cze
"Cholewińska-Szkolik, Aniela",Brno,2021,pol,cze
"Kelly, Erin Entrada",Kraków,2021,eng,pol
"Moss, Marcel.",Praha,2021,pol,cze
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Paige, Laurelin",Białystok,2021,eng,pol
"Natt och Dag, Niklas",Katowice,2021,swe,pol
"Lem, Stanisław",Białystok,2021,pol,epo
"Quach, Michelle",Kraków,2021,eng,pol
"Wiśniewski, Grzegorz",Moskva,2018,pol,rus
"Rabelais, François",Wrocław,2020,fre,pol
Ajschylos,Wrocław,2021,grc,pol
"Orwell, George",Wrocław,2021,eng,pol
"Orwell, George",Wrocław,2021,eng,pol
"Bouthier, Baptiste",Katowice,2021,fre,pol
"Fields, Ella",Białystok,2021,eng,pol
"James, Monica",Białystok,2021,eng,pol
"Reid, B. B.",Białystok,2021,eng,pol
"Melchor, Fernanda",Białystok,2021,spa,pol
"Cholewińska-Szkolik, Aniela",Brno,2021,pol,cze
"Cholewińska-Szkolik, Aniela",Brno,2021,pol,cze
"Cholewińska-Szkolik, Aniela",Brno,2021,pol,cze
"Hercules, Michelle",Białystok,2021,eng,pol
"Link, Charlotte",Katowice,2021,ger,pol
"Wells, H. G.",Wrocław,2021,eng,pol
"[Magdalena Świerczek-Gryboś, Dawid Kain, Anna Maria Wybraniec, Pateł Matuszek, Zbigniew Golemienko, Paweł Mateja, Marcin Majchrzak, Dagmara Adwentowska i Agnieszka Biskup, Bartłomiej Fitas, Wojciech Gunia, Łukasz Krukowski, Christopher Slatsky, Brian Evenson, Jon Padgett, Thomas Ligotti].",Wrocław,2021,eng,pol
Lee Edward,Wrocław,2021,eng,pol
"Lee, Edward",Wrocław,2020,eng,pol
"Lee, Edward",Wrocław,2020,eng,pol
"Shannon, Samantha",Kraków,2021,,
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Bédier, Joseph",Wrocław,2021,fre,pol
"Maeterlinck, Maurice",Wrocław,2021,fre,pol
"Porter, Regina",Kraków,2021,eng,pol
"Frost, Claire",Białystok,2021,eng,pol
"Tokarczuk, Olga",,2021,pol,chi
"Rhodes, Morgan",,2013,eng,pol
"Herman, Gail",Wrocław,2020,eng,pol
"Herman, Gail",Wrocław,2020,eng,pol
"Lavant, Christine",Wrocław,2021,,
"Herman, Gail",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Friedrich, Agnieszka","Boston, MA",2021,pol,eng
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Wilson, Kevin",Warszawa,2021,eng,pol
"Szymborska, Wisława",Torino,2021,pol,ita
"Del Rey, Lana",Kraków,2021,eng,eng
"Green, Jane",Katowice,2013,eng,pol
"Shannon, Samantha",Kraków,2021,eng,pol
"Tokarczuk, Olga",,2021,pol,chi
"Herman, Gail",Wrocław,2020,eng,pol
"Herman, Gail",Wrocław,2020,eng,pol
"Herman, Gail",Wrocław,2020,eng,pol
"Perrault, Charles",Wrocław,2021,fre,pol
"Brunhoff, Jean de",Wrocław,2021,fre,pol
"Potter, Beatrix",Wrocław,2021,eng,pol
"Fraszewska, Maria Jolanta",Zielona Góra,2021,pol,pol
Corey Aber i Linda Williams Aber,Wrocław,2020,eng,pol
"Cholewińska-Szkolik, Aniela",Bratislava,2021,pol,slo
"Herman, Gail",Wrocław,2022,eng,pol
"Herman, Gail",Wrocław,2020,eng,pol
"Herman, Gail",Wrocław,2020,eng,pol
"McHugh, Laura",Warszawa,2021,eng,pol
"Henry, Emily",Białystok,2021,eng,pol
"Kivirähk, Andrus",Gdańsk,2021,est,pol
"Kivirähk, Andrus",Gdańsk,2021,est,pol
"Kivirähk, Andrus",Gdańsk,2021,est,pol
"Coelho, Paulo",Warszawa,2021,por,pol
"Hurley, Jo",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
"Gelsey, James",Wrocław,2020,eng,pol
przekład Magdalena Mickiewicz.,Wrocław,2020,eng,pol
przekład Magdalena Mickiewicz.,Wrocław,2020,eng,pol
przekład Magdalena Mickiewicz.,Wrocław,2020,eng,pol
przekład Magdalena Mickiewicz.,Wrocław,2020,eng,pol
"Shukri, Laila",Warszawa,2021,,pol
"Topić, Nada",Gdańsk,2021,hrv,pol
"Babiczky, Tibor",Gdańsk,2021,hun,pol
"Hristov, Ivan",Gdańsk,2021,bul,pol
"Szymborska, Wisława",Milano,2020,pol,ita
"Szymborska, Wisława",New York,2021,pol,eng
"Sewell, Anna",Wrocław,2021,eng,pol
"Perrault, Charles",Wrocław,2019,fre,pol
"Sapkowski, Andrzej",Moskva,2021,pol,rus
"Konopnicka, Maria",Moskva,2021,pol,rus
"Małecki, Jakub",Moskva,2021,pol,rus
"Mrożek, Sławomir",Beijing,2021,pol,chi
"Brosz, Bartłomiej.",,2021,pol,chi
"Brosz, Bartłomiej.",,2021,pol,chi
"Brosz, Bartłomiej.",,2021,pol,chi
"Brosz, Bartłomiej.",,2021,pol,chi
"Zagajewski, Adam",Belo Horizonte,2021,por,pol
"Tokarczuk, Olga",,2021,pol,chi
"Boglar, Krystyna",Beijing,2021,pol,chi
"Paszkiewicz, Anna",Beijing,2021,pol,chi
"Paszkiewicz, Anna",Beijing,2021,pol,chi
"Paszkiewicz, Anna",Beijing,2021,pol,chi
"Zagajewski, Adam",,2020,pol,chi
"Tie, Ning",Toruń,2019,chi,pol
"Macht, Christopher",Warszawa,2021,ger,pol
"Macht, Christopher",Warszawa,2021,ger,pol
"Kohlbecher, Vincent",Stuttgart,,pol,eng
"Heyse, Paul",,2021,ger,pol
"Carey, Ella",Warszawa,2021,eng,pol
"Kristiansen, Else Berit",Warszawa,2021,nor,pol
"Kristiansen, Else Berit",Warszawa,2021,nob,pol
"Andersen, Yvonne",Warszawa,2021,nob,pol
"Andersen, Yvonne",Warszawa,2021,nob,pol
"Sapkowski, Andrzej",Bratislava,2021,pol,slo
"Sapkowski, Andrzej",,2021,pol,slo
"Sapkowski, Andrzej",Bratislava,2021,pol,slo
"Iżyk, Weronika",Kraków,2021,pol,pol
"Garcia, Kami",Warszawa,2021,eng,pol
"Kava, Alex",Warszawa,2021,eng,pol
"Blasco, Serena",Warszawa,2021,fre,pol
"Barks, Carl",Warszawa,2021,eng,pol
"Palmer, Diana",Warszawa,2021,eng,pol
"rysunki G. Rosiński, Kas, scenariusz A.-P. Duchâteau",Warszawa,2021,fre,pol
"Toole, Anne",Warszawa,2021,,
"Alice, Alex",Warszawa,2021,fre,pol
"Cronin, Marianne",Warszawa,2021,eng,pol
"Roberts, Nora",Warszawa,2021,eng,pol
"Roberts, Nora",Warszawa,2021,eng,pol
[ilustracje Lisa i Damien Barlow,Warszawa,2021,eng,pol
"Copperman, E. J.",Warszawa,2021,eng,pol
"Wendling, Gauthier",Warszawa,2021,fre,pol
"Wendling, Gauthier",Warszawa,2021,fre,pol
"Wendling, Gauthier",Warszawa,2021,fre,pol
"Wendling, Gauthier",Warszawa,2021,fre,pol
Jakub i Wilhelm Grimm,Wrocław,2020,ger,pol
"Andersen, Hans Christian",Wrocław,2021,dan,pol
"Bec, Christophe",Warszawa,2021,fre,pol
"Williamson, Joshua",Warszawa,2021,eng,pol
"scenariusz G. Willow Wilson, Saladin Ahmed, Rainbow Rowell, Hasan Minhaj, Devin Grayson, Eve L. Ewing, Jim Zub",Warszawa,2021,eng,pol
Ricka i Morty'ego stworzyli Dan Harmon i Justin Roiland,Warszawa,2021,eng,pol
[przekład z języka angielskiego: Jacek Drewnowski].,Warszawa,2021,eng,pol
"Paz'nâk, Zânon",Warszawa,,mul,bel
"Filippi, Denis-Pierre",Warszawa,2021,fre,pol
"Shusterman, Neal",Warszawa,2021,eng,pol
"Martínez, Claudia Guadalupe",Warszawa,2021,eng,pol
"Jerzy K. Pawlak, Beata Agnieszka Kupis.",Łódź,2021,,eng
"Vecchini, Silvia",Warszawa,2021,ita,pol
Dav,Warszawa,2021,fre,pol
"Jansson, Lars",Warszawa,2021,eng,pol
"Corteggiani, François",Warszawa,2021,eng,pol
"Bianco, Guillaume",Warszawa,2021,fre,pol
"Carrère, Emmanuel",Kraków,2021,fre,pol
Wojciech Orliński,Kraków,2021,eng,pol
"Cercas, Javier",Warszawa,2021,spa,pol
"Piskulak, Andrzej",Zagnańsk,2021,pol,pol
"Ragsdale, Alison",Poznań,2021,eng,pol
"Lem, Stanisław",Tokyo,2021,pol,jpn
"Prus, Bolesław",Tokyo,2019,pol,jpn
"Jouannigot, Loïc",Warszawa,2021,fre,pol
"Trondheim, Lewis",Warszawa,2021,fre,pol
"Szymborska, Wisława",Budapest,2021,pol,hun
"Sienkiewicz, Henryk",Budapest,2018,pol,hun
"Lem, Stanisław",Budapest,2021,pol,hun
"Sapkowski, Andrzej",Budapest,2021,pol,hun
"Iwaszkiewicz, Jarosław",Budapest,2021,pol,hun
"Tokarczuk, Olga",Budapest,2021,pol,hun
"Tokarczuk, Olga",Budapest,2021,pol,hun
"Hepworth, Sally",Warszawa,2021,eng,pol
"Rolfe, Helen J.",Warszawa,2021,eng,pol
"Costeloe, Diney",Warszawa,2021,eng,pol
"Runcie, Charlotte",Warszawa,2021,eng,pol
"Andrzejewski, Jerzy",Lisboa,2019,pol,por
"Szymborska, Wisława",Amsterdam,2016,pol,dut
"Tokarczuk, Olga",Tokyo,2021,pol,jpn
"Sioziou, Danae",Gdańsk,2021,gre,pol
"Tokarczuk, Olga",,2020,pol,chi
"Piasecki, Sergiusz",Vilnius,2021,pol,lit
"Sienkiewicz, Henryk",Hanoi,2018,pol,vie
"Mickiewicz, Adam",,2021,pol,dan
"Lem, Stanisław",Berlin,2021,pol,ger
"Lem, Stanisław",Berlin,2021,pol,ger
"Lem, Stanisław",Berlin,2021,pol,ger
"Lem, Stanisław",Berlin,2021,pol,ger
"Lem, Stanisław",Berlin,2021,pol,ger
"Sapkowski, Andrzej",München,2021,pol,ger
"Sapkowski, Andrzej",Moskva,2020,pol,rus
"Sapkowski, Andrzej",Moskva,2020,pol,rus
"Sapkowski, Andrzej",Moskva,2020,pol,rus
"Sapkowski, Andrzej",Moskva,2021,pol,rus
"Sapkowski, Andrzej",Moskva,2021,pol,rus
"Sapkowski, Andrzej",Moskva,2021,pol,rus
"Sapkowski, Andrzej",Moskva,2021,fre,rus
"Sapkowski, Andrzej",Moskva,2020,pol,rus
"Mrożek, Sławomir",Barcelona,2015,pol,spa
"Mrożek, Sławomir",Barcelona,2017,pol,spa
"Sapkowski, Andrzej",Madrid,2020,pol,spa
"Jasiński, Wojciech",Poznań,2020,lat,pol
"Gombrowicz, Witold",Buenos Aires,2018,pol,spa
"Lem, Stanisław",Madrid,2021,pol,spa
"Szczygielski, Marcin",Beograd,2021,pol,srp
"Sienkiewicz, Henryk",Sarajevo,2020,pol,srp
"Tokarczuk, Olga",Beograd,2021,pol,srp
"Tokarczuk, Olga",,,pol,hrv
"Olejarczyk, Asia",Ljubljana,2021,pol,slv
"Sakai, Stan",Warszawa,2021,eng,pol
"scenariusz: Jean-Blaise Djian, Olivier Legrand",Warszawa,2021,fre,pol
Job,Warszawa,2021,fre,pol
Morris,Warszawa,2021,fre,pol
Morris,Warszawa,2021,fre,pol
"Krall, Hanna",Stockholm,2021,pol,swe
"Sapkowski, Andrzej",Helsinki,2021,pol,fin
"Tokarczuk, Olga",Stockholm,2021,pol,swe
"Webb, Holly",Warszawa,2021,eng,pol
"Webb, Holly",Warszawa,2021,eng,pol
"Gombrowicz, Witold",Buenos Aires,2019,pol,spa
"Webb, Holly",Warszawa,2021,eng,pol
"Webb, Holly",Warszawa,2021,eng,pol
,,2014,pol,spa
edición y prólogo Roger Caillois.,,2020,pol,spa
"Webb, Holly",Warszawa,2021,eng,pol
"Sapkowski, Andrzej",Madrid,2020,pol,spa
"Webb, Holly",Warszawa,2021,eng,pol
"Webb, Holly",Warszawa,2021,eng,pol
"Webb, Holly",Warszawa,2021,eng,pol
"Webb, Holly",Warszawa,2021,eng,pol
"Cobb, Amelia",Warszawa,2021,eng,pol
"Cobb, Amelia",Warszawa,2021,eng,pol
"Cobb, Amelia",Warszawa,2021,eng,pol
"Ryder, Jess",Warszawa,2021,eng,pol
"Lem, Stanisław",Moskva,2020,pol,rus
"Reymont, Władysław Stanisław",Moskva,2020,pol,rus
"Sienkiewicz, Henryk",Moskva,2021,pol,rus
"Sienkiewicz, Henryk",Moskva,2021,pol,rus
"Sienkiewicz, Henryk",Sankt-Peterburg,2021,pol,rus
"Sienkiewicz, Henryk",Moskva,2020,pol,rus
"Sienkiewicz, Henryk",Moskva,2020,pol,rus
"Sapkowski, Andrzej",Moskva,2018,pol,rus
"Sapkowski, Andrzej",Moskva,2017,pol,rus
"Haughton, Emma",Warszawa,2021,eng,pol
"Sapkowski, Andrzej",,2020,pol,rus
"Wechterowicz, Przemysław",Frankfurt am Main,2021,pol,ger
"Szymborska, Wisława",Athens,2021,pol,gre
"Lem, Stanisław",Athens,2021,pol,gre
"Sapkowski, Andrzej",Athens,2021,pol,gre
"Mrożek, Sławomir",,2018,pol,est
"Mrożek, Sławomir",,2019,pol,est
"Sapkowski, Andrzej",Tallinn,2020,pol,est
"Sapkowski, Andrzej",Tallinn,2020,pol,est
"Tokarczuk, Olga",,2021,pol,est
"Sapkowski, Andrzej",Tallinn,2021,pol,est
"Sapkowski, Andrzej",Tallinn,2021,pol,est
"Zagajewski, Adam",Milano,2020,pol,ita
"Zagajewski, Adam",New York,2019,pol,eng
"Zagajewski, Adam",New York,2018,pol,eng
"Sapkowski, Andrzej",New York,2021,pol,eng
"Sapkowski, Andrzej",New York,2021,pol,eng
"Sapkowski, Andrzej",,2021,pol,eng
